Converted?,Avg Policy Size,Grid State,Years Positive,Operating Acreage,Rain Index Variance,Distance to Nearest Customer (Miles)
1,4387,NM,12,1570,0.82349197,4.6
1,43637,KS,14,5077,0.27837962,32.8
0,22390,NM,13,7519,0.47528957,
0,3836,ID,12,959,0.64680801,7.5
0,116693,TX,12,15536,0.56880319,
1,113342,CA,11,11523,1.72362724,28.8
1,203227,ID,11,26977,0.26110033,
0,5880,MT,9,2172,0.66613034,0
1,1647,MT,10,640,0.28796565,1.8
1,24939,TX,12,6004,0.4793772,38
0,63442,CO,15,27989,0.31865432,
1,105263,KS,12,8458.61,0.28448541,
0,61982,MT,11,28461,0.41834945,
1,87342,OR,10,11134.31,0.21415305,
1,25769,TX,12,1506.08,0.5276722,
0,77342,OK,11,7946.13,0.40104877,
0,240858,TX,11,38900,0.35034162,35.7
1,86723,CO,13,38639,0.16024559,
0,9818,MT,9,2824,0.67905237,13.3
1,63376,OR,13,20371,0.28179907,
1,15819,MT,6,5234.12,0.68953759,
1,3803,CO,8,1286.71,0.4141652,
0,19774,TX,13,2807,0.46294686,
0,203275,AZ,12,66769,0.84558193,
1,126804,NM,13,57062,0.33259369,
0,8884,UT,11,3496,0.69330291,0
1,120004,TX,12,16461.45,0.47509066,
1,18303,KS,10,1771.22,0.3991708,
0,61302,TX,13,19682,0.67482767,11.5
0,208824,WY,13,134244,0.26042183,
1,14054,UT,12,7221,0.26743085,6.6
0,2411,CO,13,1107,0.16024559,
0,10894,NM,14,4539,0.60825767,
1,104885,NE,9,10659.04,0.27705821,78.9
1,20661,CA,12,1791.42,0.72034502,
0,,ID,15,,,
1,19049,NM,13,5792,0.68554429,
1,33217,AL,11,3676,0.18057252,191.8
1,17545,KS,12,1277.52,0.35115917,
0,4466,CO,14,2237,0.31309248,0
1,18986,NE,13,1573.4,0.3546809,
0,1276,OK,11,160,0.28115867,
0,3139,CO,12,1452,0.23012276,0
0,5829,NM,10,1921,0.46146218,0.9
1,112340,OK,11,41453.87,0.25302555,
0,30001,UT,14,27552,0.49551915,
0,10681,WY,12,5282,0.19263563,
1,179236,NV,6,50097,0.50082359,
1,13267,OK,12,2413,0.38368884,20.1
0,,CO,15,,,
0,4481,NE,10,390,0.26795398,
0,227211,CO,15,97376,0.26363462,0
0,29308,TX,13,4396,0.51294396,12
0,94808,WY,13,41827,0.50997468,
0,17436,NV,9,5812,0.37533176,
0,1502,CA,13,131,0.36673945,
0,6937,TX,11,1103,0.42813661,
0,8381,AZ,12,3841,2.152745,0
0,82905,KS,14,7147,0.28458065,
0,541511,OR,9,119451,0.343346,
0,121169,NM,12,43621,0.63174908,
0,41624,TX,13,7740,0.63206011,
0,49447,TX,13,8004,0.26268754,
0,4733,WY,11,2665,0.28527784,5.3
0,27826,KS,11,2408,0.31384738,
0,,NM,15,,,
0,31478,OR,10,3625,0.23654631,11.3
1,98949,NE,13,8546.49,0.29543397,
0,121169,NM,12,43621,0.63174908,
0,284,WY,10,115,0.40257314,2.2
0,2454,WY,9,951.93,0.54535983,
1,305421,NV,15,92446,0.2915925,0
1,704609,NM,14,233107,0.77158625,
1,9315,NM,14,2874,0.74103305,5.6
1,84068,KS,12,7124.37,0.32387624,
1,45278,KS,9,4568.42,0.37978981,
1,101192,CA,13,18142,1.15745348,
1,25059,TX,13,2975.31,0.63871504,
1,16452,TX,12,2625.28,0.58002023,
1,73401,AZ,13,28084,0.38717181,8.6
0,,UT,15,,,
0,42095,KS,12,4154.09,0.25539333,
1,,UT,0,,,
1,13649,MT,11,5641,0.37531938,21.5
0,14180,OR,12,1818,0.21038364,
0,,UT,15,,,
0,19344,TX,12,3065.11,0.48914942,
1,,NE,0,,,
1,443125,NM,11,103319.3,0.5705962,
0,14366,CA,12,2886,0.7720006,
0,141924,AZ,13,77885,0.72540194,
1,9980,CO,13,2374,0.45319713,62.6
0,4565,TX,13,642,0.40482156,
0,861,NM,13,376,0.29391964,
0,11284,NM,13,4150,0.8518817,2
0,41779,OR,12,9895,0.3226277,
0,48713,KS,12,4724.32,0.41580278,
0,,KS,15,,,
0,,WY,15,,,
1,65933,NM,13,8001.58,0.6901899,
0,3840,WY,8,3134,0.24367356,18.4
0,,CO,15,,0.55618902,
0,24581,MT,9,9454.15,0.29634334,
1,144379,NM,14,60158,0.44247332,
1,127440,NM,13,49413,0.80610877,0
0,400355,UT,12,180611,0.42078518,0
0,23051,CA,13,2026,1.10303208,
0,6760,NM,12,2202,0.43297503,7
1,4510,WY,12,2281,0.34326682,0.7
0,142967,CO,14,55461.18,0.39139626,
1,27101,KS,12,1951.24,0.41262507,
1,14552,WY,11,8731.2,0.25349163,
1,7830,WY,9,4697.84,0.31299518,
1,21402,UT,12,8523.04,0.50422514,
1,3667,CO,14,1330.77,0.32509442,
1,54349,OR,11,5661.36,0.40821292,
0,30392,ID,8,7556,0.29822535,
0,13284,WY,8,8791,0.33050182,
1,290385,TX,14,35738,0.50826804,12.3
1,37488,NV,12,11574,0.48004215,8.1
1,12475,ID,10,2957,0.47425661,13.9
1,3517,NM,12,1273,0.33308642,8.8
1,75849,KS,11,7601.79,0.40138487,
0,87704,NM,12,26137.01,0.28829676,
0,4492306,NM,13,983903,0.46189959,0
1,83914,WA,12,13033,0.36571,170.3
0,24945,NM,13,8440,0.26881244,
1,,UT,15,,,
0,2957,UT,15,1556,0.33820826,3.9
0,5372,CO,9,2442,0.32838192,
0,7546,CO,14,2234,0.3975254,
0,13567,NM,13,4672,1.07311828,13.1
0,17012,OR,11,1797,0.37823622,
0,917,TX,12,134,0.37985426,
0,266919,NM,13,90995,1.07311828,
1,94167,UT,13,68347,0.23283079,
0,41501,ID,13,11183,0.34991991,
0,10408,CO,14,3230,0.55679467,
1,39963,KS,11,4687,0.56717281,1.4
1,49855,ID,13,8740,0.24988941,0.6
1,32919,OR,11,8036,0.30849142,1.3
1,,CA,0,,,
1,1640,MT,8,640,0.60093032,3.5
0,608744,NV,11,130877,0.29273424,10.1
0,,ID,15,,,27.7
0,837,UT,12,753,0.20240279,
0,,AL,15,,,
0,9551,OK,12,1137,0.403623,
0,112286,UT,15,49538,0.31865432,
0,835305,TX,13,134430,0.42219494,
0,11614,NM,12,3007,0.44449077,29
0,75,NM,9,32,0.40761296,
0,,WA,15,,,
0,18555,NE,13,1711,0.25821356,
0,100672,CO,13,37752,0.17632687,
0,92780,NM,13,32365,0.75051694,
0,,AZ,15,,,
0,124886,UT,15,92129,0.23283079,
0,73554,CA,11,15467,0.35884144,
0,,UT,15,,,
0,15604,ID,12,3643,0.35771076,26.4
0,21720,AZ,12,8283,0.35184294,
0,78329,WY,9,22451,0.2421052,5
1,112643,CA,10,11871,1.72362724,
0,3670,WY,12,1979,0.46342576,0
1,22848,ND,11,3939.31,0.37725675,
0,1178550,ID,11,187402,0.36153875,
0,,NV,15,,,
1,51085,KS,12,4241.41,0.38598878,
1,35856,TX,12,7142.63,0.51680529,
0,59889,ID,13,14077,0.41948196,5.1
0,21352,CA,12,2777,1.59054874,
0,164098,SD,9,13636,0.33670967,38
1,52609,MT,10,17935,0.83931707,
0,,AZ; NM,15,,,
0,,CO,15,,,
0,577952,CA,15,74521,0.42427401,
0,15368,OR,11,3866,0.56201113,0
0,192867,CO,15,88778,0.38632347,0
0,,UT,15,,,
0,16044,AL,12,1723,0.18803896,281.5
0,24988,AZ,14,9801,0.64281535,0.8
1,942534,ID,12,208936,0.46341061,
0,449623,NV,14,129699,0.44242562,
0,72391,UT,12,32197,0.41970094,0
0,571176,NV,13,158660,0.73373597,
0,222886,NV,14,70139,0.35818765,
0,,UT,15,,,
1,1075726,AZ; NM,14,150678,0.37353242,
0,98749,ID,12,19838,0.3096194,
0,2218581,NV,12,623976,0.4836185,
0,1932,MT,10,1229,0.20628259,36
0,,UT,15,,,
0,78084,CA,13,14594,1.42280986,7.4
0,22217,AZ,12,10750,1.30964694,34.4
1,50376,AZ,12,16636,0.50403446,42.3
1,954070,TX,12,163728,0.75329932,
0,101298,MT,10,36178,0.14335946,
1,16455,TX,11,2373.26,0.42837868,
0,36013,TX,12,5384,0.45561269,
0,22642,CA,13,1990,0.59667443,
0,23167,ID,14,4696,0.33780061,
1,52056,AZ,13,14540.78,0.43443703,
0,11009,ID,11,2578,0.42666128,2.3
0,19564,OR,13,5792,0.24648111,
1,490526,WY,14,282996,0.26139455,
1,273971,OR,11,77539,0.82089472,
1,13219,UT,13,6475,0.22795407,9
0,,UT,15,,,
0,35615,IA,8,2794,0.21252845,153.2
1,98525,TX,14,28978,1.04299696,
0,3688,WY,11,1734,0.38981435,1.6
0,,UT,15,,,
0,4035,CO,11,1261,0.31306965,51.5
0,9885,WI,11,1858,0.17270465,0
0,39484,CO,11,18394,0.21834472,2.8
0,,KS,15,,,
0,,AZ,15,,,
0,42179,CO,12,20409,0.28126963,
0,16645,CA,13,1854,0.80706535,
1,197518,WY,13,90697,0.44469564,
1,16661,UT,12,17851,0.34138161,
0,3836,IN,9,409,0.1559337,
0,,IN,15,,,
0,2989,AR,10,321,0.19633029,
1,8117,CO,10,3462,0.29229566,10.4
0,,NM,15,,,
0,3687,OH,11,316,0.11459263,
0,,CA,15,,,
1,15081,CO,13,3343.9,0.39698808,
1,18523,OK,11,2163.9,0.3756697,
0,,ID,15,,,
0,39718,UT,14,17873,0.42618655,
0,,MT,15,,,
0,16571,AZ,12,5565,0.51816654,
0,16292,KS,11,1721,0.2693478,
0,36729,OK,12,4342,0.40476271,1
0,6467,MT,10,2610,0.28530526,1.1
0,32005,NE,11,2869,0.36070368,
0,60037,AZ,12,22410,0.55674975,9.9
0,1272,MT,13,640,0.30940258,17.5
0,,SD,15,,,
0,11808,ID,10,1841,0.69806219,10.7
0,59254,CO,14,21503.56,0.32509442,
1,58777,TX,15,9906.3,0.53111339,
0,32208,NM,14,13420,0.60825767,
0,3958,TN,12,685,0.14144428,
0,10090,UT,14,6030,0.24812895,15.3
0,17024,OR,12,1878,0.21282691,7.2
1,80921,CA,13,6344,0.53842158,
0,1515529,NV,12,457710,0.56933416,
0,40637,NM,14,13446,1.06559327,
1,,TX,0,,,
0,3529,SD,11,1005,0.3295707,
0,32801,TX,12,6740.01,0.70295082,
0,347853,NM,13,110235,1.16694464,
0,9044,OK,12,1140,0.28156127,
0,,NV,15,,,
0,,NV,15,,,
0,,NV,15,,,
1,284710,ID,10,41064,0.36025016,
0,34076,CO,14,13451,0.27261852,
1,51035,OK,10,5093.31,0.33007565,
0,102324,UT,12,79389,0.26616858,
1,70963,UT,11,49128,0.39254264,
0,3100844,CA,15,706920,0.27181083,0
0,6430,OK,9,846,0.28516645,
1,269905,OR,12,142891,0.39254264,
0,,UT,15,,,
0,100507,NV,14,43018,0.94964283,0
0,12246,NM,11,3149,0.61166214,
0,3744,NV,15,1862,0.57834449,0
0,5796,MT,10,2335,0.41339192,0
1,,WY,15,,,
0,27104,IL,6,1619,0.17287674,0
0,141768,CA,14,14672,0.61379979,10.5
0,,WY,15,,,
0,232605,UT,13,108027,0.51863879,1.3
0,2624,ID,10,671,0.3221107,
0,4616,CO,12,1791,0.33329432,0
0,225086,MT,10,76734,0.83931707,
0,635722,UT,12,348872,0.24155285,
0,,WY,15,,,
1,7196237,NV,13,1115277,0.44649257,
0,,OR,15,,,
0,27104,OK,11,3750,0.28223281,16.6
0,1358802,NM,14,402277,0.28869838,
1,36299,CA,11,6749.8,1.90845538,
0,67051,ID,10,14300,0.42048245,
0,,OR,15,,,
0,,UT,15,,,
0,59192,SD,10,5252.17,0.30868853,
0,97066,UT,13,111999,0.25688204,0
0,,UT,15,,,
1,238698,WY,14,124900,0.42405194,
0,226790,CO,10,117305,0.19920651,
0,192727,CA,13,30974,0.41569774,2.3
0,24414,CA,13,2233,0.47241981,
1,33086,AZ,12,20970,0.57164387,
0,46893,OK,13,5570,0.43911401,15.3
0,4151,UT,14,1821,0.47064223,3
0,,UT,15,,,
0,7539,ID,8,1321,0.25537086,2.7
0,,UT,15,,,
0,,AZ,15,,,
0,43160,NM,13,14826,0.83938757,
1,69572,UT,13,39134,0.19075115,
0,,TX,0,,,
0,563973,NV,14,155617,0.35115112,0
0,7645,UT,10,3624,0.51863879,14.9
1,,CO,15,,,
1,19930,SD,9,4623,0.39823916,4.4
0,,WY,15,,,
0,63888,TX,15,9680,0.47728837,
0,5735,NE,14,1955,0.26680322,
1,50440,TX,14,15031.85,0.67635299,
1,21032,CA,15,2635.59,0.74197064,
0,,CO,15,,0.35500965,
0,11158,ID,10,2495,0.36074753,0
0,,NV,15,,,
0,,UT,15,,,
0,39074,CO,13,24087.02,0.21626864,
1,32953,KS,12,4621.74,0.27198885,
0,,UT,15,,,
1,15004,OR,15,1334.34,0.21717553,
0,,UT,15,,,
0,42405,UT,12,30289,0.37883142,
0,,WY,15,,,
0,,UT,15,,,
0,22623,AZ,11,6787,0.43333773,
0,,UT,15,,,
0,352654,UT,14,178308,0.32420434,
0,,NV,15,,,
1,34407,CO,11,10678,0.42985134,
0,17334,AZ,11,10630,0.5967225,0
0,172528,OR,12,45402,0.29328954,
1,4235,MT,9,2546,0.26191266,20.5
0,5239,NM,11,1404,0.4218751,12.2
1,2065,NM,12,748,0.33308642,1.2
1,4597,WY,9,2757.93,0.31299518,
1,,CO,15,,0.19668773,
0,15010,AZ,14,6157,0.23312355,0
0,,AZ,15,,,
1,99729,WY,11,47830,0.22332846,6.7
1,4836,MT,9,2445.01,0.30137575,
0,5860,NM,12,1909,0.41802287,9.1
0,1702,AZ,13,649,0.40920272,2.4
0,388608,ID,10,64529,0.26627228,
1,35017,TX,14,4261,0.29161918,1.9
1,1623,UT,12,730.44,0.38262329,
0,,AZ,15,,,
0,,AZ,15,,,
0,59116,ID,11,12092,0.33015593,
1,,,0,,,
0,,AZ,15,,,
0,,AZ,15,,,
0,741272,OR,10,196218.95,0.25525205,
0,,AZ,15,,,
1,,SD,0,,,
1,,TX,15,,,
0,5925,NM,14,1919,0.77468932,7.6
0,8952,UT,11,3786,0.37157988,2.5
0,91704,MT,13,30959,0.51271524,8.6
0,144495,UT,11,65097,0.37809325,0
0,176064,NV,15,67143,0.53570719,
0,265677,UT,15,124536,0.37407634,
1,69212,TX,13,8522,0.50057925,16.7
1,53450,NM,12,20735,0.74297083,
0,84361,KS,10,6123,0.3336424,
0,111415,WY,12,71623.75,0.34064276,
0,,AL,15,,,
0,,AL,15,,,
0,,AL,15,,,
0,37385,MO,10,2757.01,0.20185863,
1,5149,OK,10,713,0.24584063,
0,31682,KS,10,3066,0.24087201,
1,90309,KS,14,11479.97,0.36325043,
0,,UT,15,,,
0,79281,NM,13,31023,0.85470832,
1,15774,OK,12,1626,0.43952961,0
0,17163,NM,13,3934,0.67843074,14.1
0,30948,KS,11,3794,0.3793015,1.6
0,36029,CA,14,6358,0.59102384,
0,2370,CO,12,1147,0.28126963,
0,35320,ID,14,8134,0.32656168,0
0,4188,KS,13,391,0.29465276,
0,9040,TX,13,2008,0.60600841,4.1
0,22761,OK,10,2360,0.40104877,
0,28920,OK,11,3106,0.39836957,
1,91338,NE,13,28945,0.31463422,
1,52829,CO,15,23537.54,0.24968497,
1,38027,ND,10,8227,0.47866452,
0,2848,MT,6,1261,0.38779399,11.9
0,87840,OK,13,9641,0.26414482,
0,18583,MT,7,9264,0.28078163,44.5
0,44296,WY,8,26228,0.45991213,
0,,CA,15,,1.01242352,
0,6882,OK,10,748,0.39174789,
0,6524,OK,12,716,0.37230913,
1,223953,TX,11,67186,1.2035039,
0,13667,OK,9,1676,0.31648088,43.3
0,65136,OR,13,15843.86,0.55461659,
0,77833,CA,10,17339,0.31341373,
0,5422,MT,8,2407,0.39376378,3.2
0,6494,ID,12,1530,0.41948196,
0,270620,WY,12,152224,0.25718072,
0,94167,UT,15,68347,0.23283079,
0,995710,ID,12,215418,0.25335664,
0,18180,CA,12,1822,1.09589569,
0,26142,CA,12,4490,3.996461,
0,2680,CO,11,1022,0.26605686,
0,1313,WY,10,787.8,0.26502508,
0,110977,MT,11,45039,0.24033107,11.8
0,20944,AZ,14,13090,0.57607317,
0,4343,CA,11,1406,1.71876124,
1,16528,NE,10,1419.38,0.37624119,
1,223768,NE,12,19822,0.22292228,
0,5597,CO,11,2830,0.2552138,
0,11993,TX,13,2933,0.45192254,
0,2667,AL,11,327,0.14125625,
0,116201,UT,13,51265,0.38262329,
0,1294,ID,8,341,0.26504403,7.8
0,16706,UT,11,8353,0.64522527,
0,10001,ID,10,2557,0.3221107,
0,7086,ID,12,1716,0.25096521,17.3
0,4308,NM,13,1810,0.5979931,10.7
1,362462,NM,14,83645,0.69502416,
0,6074,AZ,11,2612,1.15764461,57.5
0,64440,OR,13,5169,0.3618097,
0,99678,OR,14,33474,0.13570651,
0,320921,AZ,12,106187,0.51703585,
0,1924,WY,8,1350,0.25939345,13.8
0,26132,ID,9,7490,0.2421052,
0,108395,AZ,13,36953,0.35825586,
0,19361,WY,10,11170,0.27266666,
0,99803,NM,15,27553,0.60557335,
0,11200,TX,11,2400,0.57660487,
0,69187,WY,10,28828,0.469325,
0,109997,TX,13,14306,0.4129467,
0,105095,NM,14,41485,0.35194457,
0,15537,TX,11,2551.63,0.84319177,
1,270521,NV,13,76084,0.33758978,
0,,SD,15,,,
0,25060,LA,11,2882,0.19222017,22.9
0,113663,NV,13,34099,0.5593769,
0,5121,ID,11,759,0.37959054,7.4
0,761586,NV,14,215002,0.26144685,0
0,2500,WY,13,1275,0.469325,0
0,64354,NV,15,17658,0.48739787,
0,7145,MT,9,3840,0.40453725,1
0,217345,OR,15,27505,0.12276813,0
0,7683,CA,15,1117,0.6611748,4.7
0,220066,ID,12,52957,0.25380047,
0,86220,KS,12,7886,0.2428143,
0,28416,NM,13,11316,0.46069033,
0,0,OR,15,,0.16586016,
0,47496,TX,13,7205,0.4534783,0
0,472960,NV,13,135351,0.35403592,0
0,432637,NM,15,120177,0.63290898,
0,10860,NM,12,2654,0.72392216,23.8
0,120168,ID,10,22438,0.31589461,
0,19658,MT,13,9055,0.32537178,14.1
0,711382,CA,9,81456,1.98190384,
1,,NM,0,,,
0,,TX,15,,0.45561269,
1,53533,UT,14,20415,0.50250842,
0,30349,TX,14,4454,0.46018166,22.9
0,23374,CO,11,8282,0.5590643,
0,788346,TX,13,262782,0.54679383,
0,564763,ID,14,114479,0.33780061,
0,,MO,15,,,
0,27382,NE,9,5537,0.2787246,2
0,57901,ID,11,5129,0.39958001,
0,0,CO,15,,0.48534423,
0,270787,NV,10,79126,0.39001058,
0,2143,MT,10,800,0.31521116,3.3
0,30565,KS,12,2786,0.29977891,33.4
0,92371,TX,10,16049,0.67171578,
0,5257636,TX,13,942604,0.84319177,
1,12896,NE,13,5872,0.254504,34.3
0,45564,CA,12,3943,1.59413255,
1,25401,KS,12,3139.8,0.35115917,
0,5277,CO,11,2526,0.23012276,
0,25564,TX,13,2988,0.64821844,
0,150509,OR,11,16890,0.23654631,
1,,KS,0,,,
1,18231,TX,12,2728,0.39440984,33.5
0,57644,WY,13,31634,0.28605543,
0,28759,KS,12,2336,0.31450048,
1,96006,WY,14,39275,0.77396028,
0,13413,TX,12,1768,0.44188771,4.1
0,30283,WY,14,15846,0.42405194,
0,103612,NV,12,44405,0.70730348,
0,108147,NM,14,22115.95,0.83092957,
0,356,UT,10,193,0.44807961,
1,54897,WY,11,34065,0.35804351,23.6
1,18330,WY,10,8882,0.31109361,5.2
0,1735,MT,10,640,0.29004987,2.2
1,308564,OR,11,17779,0.31089093,
1,145629,TX,13,17291,0.63871504,
0,31371,NE,14,5190,0.32580357,
0,55081,TX,13,9875,0.84319177,
0,78332,TX,13,13454,0.75329932,
0,21060,CA,12,1287.66,1.87045539,
1,318862,KS,10,31058,0.34613855,
0,22383,CA,12,3816,2.14826557,2.5
0,6825,MT,9,3527,0.31692744,8.5
0,11435,NM,13,2819,0.47154897,28.9
0,,NM,15,,,
0,52640,NM,12,12874,0.57194324,
0,46504,CO,12,16608.52,0.52135289,
1,,OR,15,,,
0,381135,OR,11,46105,0.16586016,
0,28685,NM,12,9633,0.45891157,
0,1480,MT,8,640,0.49542847,12.8
0,18731,NM,12,5813.17,0.70651766,
0,,TX,15,,,
0,18954,WY,9,9804,0.52106939,
0,12395,WY,12,2631,0.3584694,
0,77402,OR,13,9313.09,0.39434956,
0,25439,WY,11,12050,0.42091892,
0,28198,KS,8,2782.65,0.34613855,
0,,WY,15,,0.38154443,
1,22788,OR,11,2617,0.26590898,1.3
0,30863,KS,11,3121,0.25745864,
1,8900,TX,0,0.06,,
0,8190,UT,12,11517,0.19232126,
0,33446,WY,13,15358,0.37262132,
0,5238,MT,10,2560,0.28815269,21.5
0,1145,NC,11,152,0.17554522,
0,33081,OR,11,8914,0.32401416,
0,57945,KS,12,30677,0.39254264,
1,87487,AZ,12,54679.1,0.5967225,
0,150970,ID,11,25039,0.33776327,3.4
1,104549,ID,11,14600,0.18178427,45.9
0,148587,NM,12,49164.84,1.16694464,
0,6860,NM,14,2241,0.5705962,14.3
0,31249,CO,9,9903,0.25085103,
1,144000,NV,13,50000,0.44649257,
0,815493,NV,14,244648,0.31646621,
1,96355,CA,10,19704.5,0.88855138,
1,,OK,15,,,
0,4269,WY,12,2596,0.28112304,21.8
0,131072,OR,10,37095.98,0.82089472,
0,27156,CA,12,2263,0.59434609,
0,68052,OR,12,8701,0.21038364,1.2
0,,WY,15,,,
1,81437,WA,12,10294,0.30924877,
0,48655,MT,9,22116,0.21324018,15.6
0,14615,KS,11,1164,0.30665614,
0,3938,MT,10,1363,0.79251416,
1,,TX,15,,,
0,248175,CO,14,29083,0.86018599,
0,1455,NM,12,359,0.40347666,5.6
1,1340,WY,8,639,0.40748271,0
1,190245,SD,9,70752.43,0.21766891,
0,106281,CA,15,9451.86,0.21717553,
1,259396,MT,9,135730.42,0.14392096,
1,,WY,0,,,
0,2488,CO,11,633,0.4048704,57.4
1,75494,NM,14,21921,0.63979274,9.4
1,1065,MT,9,640,0.26191266,30.4
0,1253,CA,12,160,1.59054874,2.4
1,11718,NM,13,4181,0.76209244,7.5
0,67357,ID,12,13777.63,0.41153133,
1,265639,ID,13,32106,0.25376144,10.2
0,21235,CA,15,4743,0.27694479,0
1,,NE,0,,,
0,41448,MT,5,21688,0.32073318,
0,10540,ID,12,1303,0.21058613,
0,,MT,15,,,
1,78108,TX,10,9845.6,0.42969418,
1,10432,UT,8,10205.07,0.44304208,
0,63722,WY,13,26799,0.54905953,
1,72403,SD,13,5254.21,0.40439515,
1,28405,NE,13,4897.38,0.24049571,
1,52877,CA,12,15253,1.08847448,
0,550,UT,9,387,0.44296284,
1,31816,OR,10,9004.57,0.82089472,
1,34560,OR,15,6321.91,1.11863426,
1,4693,CO,14,1286,0.39178027,51.3
1,28046,WY,12,20032.8,0.28527784,
0,,TX,15,,0.47244867,
1,,OK; TX,0,,,
1,20935,CO,13,6683,0.25439836,45.8
1,2829,WY,9,1515.77,0.52106939,
0,8289,MT,11,4188,0.19075924,28.4
0,,AZ,15,,,
1,128204,WA,11,18284,0.40248156,6.7
0,11235,MT,10,5462,0.39724256,8.7
0,145944,ID,10,39563,0.37310677,
0,44625,NM,12,17018,0.33366075,
0,,OR,15,,,
0,1284,MT,11,640,0.3354586,10.9
0,90194,NE,6,21939,0.27819,
0,49539,TX,14,6025,0.58838518,
0,22112,TX,13,3396,0.39322581,
0,,KS,15,,,
0,26182,CA,13,3530,1.18022047,2
1,41713,UT,14,12514,0.36920288,
0,4671,MT,8,2011,0.39376378,0
1,48240,NV,15,13077.18,0.44761606,
0,7294,WY,13,4356,0.48986355,20.7
1,,UT,15,,,
0,5782,UT,15,6051,0.36092577,
0,43785,AZ,13,19508,0.77559629,
0,36942,WY,8,18471,0.37545066,
1,3452,MT,11,1765.37,0.18942534,
0,,NE,15,,,
0,6285,ID,11,1607,0.34160113,
0,2017,CA,8,199,3.80047367,
0,,NM,15,,,
1,86592,OK,12,11007.47,0.43639578,
1,64539,ID,11,15698.67,0.45006495,
0,95983,OR,11,10139,0.37823622,
0,14064,NE,13,4457,0.31463422,
0,19389,WA,13,4153,0.25971895,1.3
0,9841,WY,12,6968,0.39530578,4.3
0,,ID,15,,0.23515032,
1,175230,AZ,13,50873.11,0.51648446,
0,12461,UT,9,4093,0.42248246,
0,37847,MT,11,13629,0.33443968,19.2
1,21912,WY,7,11008,0.36186836,10.7
0,,AZ,15,,,
0,1562,UT,9,777,0.34512727,0
0,48585,WY,11,25484,0.35804351,11.4
0,35222,CA,11,7304,0.36293448,
0,101184,CO,13,54859,0.17233158,
1,160407,UT,12,60658,0.84106366,
0,871,UT,15,912,0.87450515,
0,15643,UT,14,13282,0.407977,
1,142294,WY,13,60408,0.45278287,
0,,CO,15,,,
0,543174,NV,13,149956,0.71048032,
0,19526,NM,13,7086,0.37563682,
1,,OK,0,,,
0,1044,UT,14,1000,0.4319024,
0,,UT,15,,0.51870945,
1,8085,AZ,11,3974,0.79445445,23.3
0,54270,WY,4,34396.33,0.33181086,
0,2562,AZ,12,1613,0.56910207,0
0,292968,ID,11,67263,0.46473937,
0,3111,NV,11,1007,1.71876124,
0,3346,CO,8,1342,0.34145816,0.1
0,,ID,15,,,
0,19504,WY,12,6649,0.4479658,
0,3629,MT,14,1605,0.34558238,30.2
0,,TX,15,,0.56390416,
0,271,CO,9,123,0.32838192,
0,133382,CO,12,46892,0.24593243,
0,255622,AZ,15,84880,1.31027085,16.2
0,3353,NM,9,961,0.3479956,
1,7472,OR,9,2272,0.26275092,
0,5176,AZ,12,1974,0.35184294,
1,20376,UT,7,10662,0.44807961,
1,393792,OR,13,52427.9,0.30727941,
0,,WY,15,,0.29600245,
0,25049,ID,9,5317,0.51207297,
1,356764,AZ,14,110720,0.30975794,
1,16811,MT,10,9512,0.30180857,26.8
0,1033401,AZ,15,305941,0.68528471,
0,4813,CO,15,2939,0.31624589,0
1,2506,CO,14,641,0.57721859,17.9
1,102795,CA,13,8418,0.59667443,12.2
1,,TX,0,,,
1,207366,TX,10,31739.69,0.40396516,
0,404480,NV,14,127284,0.35818765,
0,599,UT,12,599,0.37538318,
0,292968,ID,11,67263,0.46473937,
0,10174,MT,11,4526,0.26613018,21.8
0,115691,TX,13,10986.8,0.56197485,
0,14389,WY,10,9120,0.24585581,
1,16886,OK,13,1720,0.43952961,14.6
0,509201,NV,14,218229,0.64000975,
0,4851,AZ,12,2957,0.57607317,0
1,40014,KS,9,3974.88,0.24087201,
0,8255,ID,12,1280,0.35727868,1.3
0,24095,CO,12,8277,0.52135289,
0,,CO,15,,,
1,156527,MT,7,71148.71,0.41525782,
0,75776,AZ,14,26201,0.5832751,20.8
0,22761,KS,12,2207.44,0.41580278,
1,74474,TX,12,8842.54,0.7087234,
1,7552,WA,11,951.91,0.22540609,
0,111621,UT,14,34641,0.55679467,
0,153502,UT,14,58539,0.50250842,
0,5639,ID,10,1323,0.30031295,11.1
1,9489,CA,12,1112,1.34001681,
1,,TX,0,,,
0,8138,NM,13,2579,1.16694464,
0,158191,NM,13,65913,0.66910517,
1,22819,TX,12,2876.39,0.51140791,
0,215306,ID,11,47494,0.49166834,
1,123128,WY,7,75901,0.39499426,
1,72583,UT,13,39134,0.3795395,1.2
0,54183,NM,12,24141,0.83331936,
0,19095,CO,10,10474,0.2055779,0
0,48401,ID,13,11524,0.29086908,
0,14672,TX,10,1863,0.42764071,18.5
1,5432,ID,7,3017.61,0.19134749,
0,440899,NM,14,134057,0.83092957,
0,71148,OK,11,8085,0.2612909,
0,6188,NM,12,2627,0.42523972,
0,12556,OR,12,1579,0.21038364,12.1
0,50743,WY,12,29655,0.29893809,
0,5263,MT,10,2809,0.3088937,6.3
1,64584,ID,13,8915,0.19044764,
1,,KS,0,,,
0,5263,MT,10,2809,0.3088937,6.3
